image_path,vegetable_label,freshness_label
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (223).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-16-16-AM_png.rf.0f5be3b895935d599f7c81574f11f36b.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\vertical_flip_Screen Shot 2018-06-12 at 9.19.12 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (802).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f332.png,8,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (906).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (332).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5127).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\matang-13-_jpeg.rf.2c4654b3ea1a0cf4b7217c7183b94958.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (12).png,1,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.16.37 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.43.16 PM.jpg_0_7131.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (994).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_13.jpg_0_7663.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (521).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenApple\Screen Shot 2018-06-07 at 2.51.37 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\GreenPapayaSalad_Step4_jpg.rf.8d02bb448779c1f52ed84de2c584c810.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (58).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshStrawberry\freshStrawberry (162).jpg,11,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1392).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\image_0319_jpg.rf.8f0bb941b08c0842a7acb56e0a47f29b.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (198).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\20220413_191615_jpg.rf.896edb9e171e4479fa12655a053f2cb0.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (148).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\10198296_represent_jpg.rf.471d557db814f7785830511244a9f350.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\78_jpg.rf.baf3dfa673d8070046b0d6d1ea425d20.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4113.jpg_0_5490.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.30.47 PM (1).jpeg_0_7237.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshOrange\144_jpg.rf.1ebc0deacd2c76c7fc84581c4634e6a8.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_75_Screen Shot 2018-06-12 at 11.41.35 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f456.png,8,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3809).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1509).png,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f126.png,0,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (317).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_15_Screen Shot 2018-06-12 at 10.02.24 PM.png,1,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (266).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (16).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_75_Screen Shot 2018-06-12 at 11.55.05 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (948).png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_30_Screen Shot 2018-06-08 at 2.26.44 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-12 at 11.52.16 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f745.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\1033_jpg.rf.0752dbce34c4ec0ea4b2079cfc5e6cf4.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1237).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-12 at 11.58.28 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_13.jpg_0_3257.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshOrange\172_jpg.rf.3358d7d9e07422767be9d8634135f71e.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\A260109XX_11285_jpg.rf.3136a7b7b067190e8335d92f96822f9a.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4069.jpg_0_8757.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r076.png,23,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (663).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.06.13 PM.png,14,1
E:\Dataset(蔬果）\Rotten\RottenTomato\DSCN4223.jpg_0_6818.jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenOrange\jeruk_busuk (465).png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1011).png,9,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f204.png,8,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (360).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3161).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (531).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshOrange\Screen Shot 2018-06-12 at 11.57.45 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f252.png,1,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (174).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_75_Screen Shot 2018-06-13 at 12.20.39 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.36.19 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\1624310891_6-phonoteka_org-p-apelsin-oboi-krasivo-6_jpg.rf.6a58c360db83d638b3778cdbf99e48b2.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\4_hsv_png.rf.4b8f5962ee0130720aa74aace3d85b9f.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_60_Screen Shot 2018-06-07 at 2.46.04 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (538).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5262).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (455).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\translation_Screen Shot 2018-06-13 at 12.03.17 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1081).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen-Shot-2018-06-13-at-12-01-10-AM_png.rf.3aae7215a41719ed7f5ce06f0aa7de73.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 2.44.05 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r588.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r348.png,13,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.07.05 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1121).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (119).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (51).png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\img_1801_jpeg.rf.8c2604de3162164a53f73122567149ac.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rotated_by_45_Screen Shot 2018-06-07 at 3.04.24 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2209).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (83).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.06.27 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (992).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\252_jpg.rf.b3053eed8429ad3d157af2f4fdce8a35.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f203.png,0,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.09.03 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r420.png,25,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (878).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r659.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\naranjas-kSnC-1248x698abc_jpg.rf.f10019432ddff3a3a7adb3113bbbf89a.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenOkra\o_r154.png,21,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_184857_1_jpg.rf.a4b6944f52253c1cf2b3d0042931e231.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rottenOrange (404).jpg,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2841).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f110.png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--232-_jpg.rf.41e8c7a610c534bb02ea3f1b2e99158a.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_15_Screen Shot 2018-06-12 at 9.22.32 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4101.jpg_0_8183.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f084.png,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen-Shot-2018-06-12-at-11-41-26-PM_png.rf.d618b870a9c96870c456d29afc87eef1.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r070.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\vertical_flip_Screen Shot 2018-06-12 at 9.38.22 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (646).png,9,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (353).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220527_090545.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen Shot 2018-06-12 at 11.55.58 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\image10_jpeg.rf.c11a86c11ad1186661d7a992a6665327.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1071).png,9,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (564).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (378).jpg,1,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-08 at 2.31.03 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (367).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshOrange\vertical_flip_Screen Shot 2018-06-13 at 12.06.52 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (20).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\1042_jpg.rf.08617e26efd64b8077537f904556fb19.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (370).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-396_jpg.rf.00cd459be73dbc17db02c5b07f0d7354.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1080).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (1530).png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2932).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\Screen Shot 2018-06-12 at 9.10.14 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.27.27 PM.png,0,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (212).jpg,14,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_60_Screen Shot 2018-06-12 at 9.13.21 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1451).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.23.03 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (569).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\(128).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.12.27 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (72).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshOrange\img_571_jpeg.rf.88f1e1b9e746cc5faacd7aba7ffefa24.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1698).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBellpepper\rottenPepper (469).jpg,15,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f420.png,6,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_30_Screen Shot 2018-06-08 at 5.21.31 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_segar (432).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOkra\o_r155.png,21,1
E:\Dataset(蔬果）\Fresh\FreshOrange\23_jpg.rf.eef4e8902d7446736e17ff7a95b4ddd8.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1185).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (334).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\c_f174.png,6,0
E:\Dataset(蔬果）\Fresh\FreshTomato\t_f564.png,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r155.png,25,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\348_jpg.rf.ed3a78522988c3d20ef7649f6325a2ab.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\a_r204.png,13,1
E:\Dataset(蔬果）\Rotten\RottenApple\a_r660.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\o (551).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.26.27 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\830_jpg.rf.3d3370c2e5efe79433ab22c787a41ea6.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_s (1068).jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(212).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200824_182221.jpg_0_5903.jpg,16,1
E:\Dataset(蔬果）\Rotten\RottenOrange\rotated_by_60_Screen Shot 2018-06-12 at 11.33.00 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenStrawberry\rottenStrawberry (396).jpg,24,1
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (294).jpg,10,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1710).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (133).jpg,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_38.jpg_0_1052.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.37 PM.jpeg_0_7769.jpg,17,1
E:\Dataset(蔬果）\Rotten\RottenBanana\translation_Screen Shot 2018-06-12 at 9.11.43 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\saltandpepper_Screen Shot 2018-06-13 at 12.11.28 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\11_jpg.rf.65afb94de3a07544d576da2ff1bd4377.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.52.06 PM.png,1,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\IMG_20200826_172333.jpg_0_9385.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (67).jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOkara\o_f338.png,8,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_45_Screen Shot 2018-06-08 at 5.11.35 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen Shot 2018-06-13 at 12.07.17 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1208).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (207).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-84_jpg.rf.77ba2ca6a35e0034aabad1c00a5894b1.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshApple\a_f387.png,0,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_15_Screen Shot 2018-06-12 at 8.50.04 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshBanana\b_f049.png,1,0
E:\Dataset(蔬果）\Fresh\FreshTomato\freshTomato (217).png,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2722).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (364).jpg,6,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r068.png,14,1
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (115).jpg,20,1
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (229).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_45_Screen Shot 2018-06-13 at 12.16.33 AM.png,9,0
E:\Dataset(蔬果）\Rotten\RottenTomato\t_r107.png,25,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.04.01 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\wortel_s (6).jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenOrange\Screen Shot 2018-06-12 at 11.27.26 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (685).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshMango\freshMango (297).jpg,7,0
E:\Dataset(蔬果）\Fresh\FreshPotato\freshPotato (347).jpg,10,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (579).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenBanana\rottenBanana (50).jpg,14,1
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (487).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5136).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (210).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenMango\rottenMango (125).jpg,20,1
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--154-_jpg.rf.015f4bbf146b6a7e5cf4b0e6ef0a3fe6.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\hc22_jpeg.rf.502f4197b746b5d70b22bf6253c4b21c.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshOrange\179_jpg.rf.56e2c2c6add17efbcd741a1d62fe3a66.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--259-_jpg.rf.7b5c21dcb0becb9d364f080dc8e28688.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenCapsicum\WhatsApp Image 2020-11-07 at 11.35.36 PM(1).jpeg_0_5219.jpg,17,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_15_Screen Shot 2018-06-13 at 12.08.54 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshBanana\freshBanana (147).png,1,0
E:\Dataset(蔬果）\Rotten\RottenTomato\tomat_busuk (106).jpg,25,1
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_45_Screen Shot 2018-06-12 at 11.55.00 PM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-64_jpg.rf.dbd77a9d9e7edc4319fea42c0eb0258e.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenBittergroud\IMG_20200825_144551.jpg_0_5677.jpg,16,1
E:\Dataset(蔬果）\Fresh\FreshApple\vertical_flip_Screen Shot 2018-06-08 at 5.32.38 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2678).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (488).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (1335).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenPotato\rottenPotato (73).jpg,23,1
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r771.png,23,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\Root Knot Nematode_89.PNG,18,1
E:\Dataset(蔬果）\Fresh\FreshOrange\matang-11-_jpeg.rf.3eb4efb290d182bf716c798d51849e2e.jpg,9,0
E:\Dataset(蔬果）\Rotten\RottenPotato\p_r204.png,23,1
E:\Dataset(蔬果）\Fresh\FreshOrange\19_jpg.rf.f3e0193675466b71ca7d597dfac4c272.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\img_341_jpeg.rf.708de7fd27ea227087ffcbcbe6e219a3.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\DSCN4172.jpg_0_9935.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshTomato\IMG_20220606_093607.jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenTomato\rottenTomato (445).jpg,25,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\Root Knot Nematode_78.PNG,18,1
E:\Dataset(蔬果）\Fresh\FreshTomato\reject (374).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_75_Screen Shot 2018-06-12 at 9.02.24 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (3).png,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\freshOrange (32).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshOrange\jeruk_segar (6).jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-25_jpg.rf.922a9f5ce7fa64ad7952979cd8bdbc8e.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 3.02.24 PM.png,13,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\rottenCarrot (164).jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenCarrot\IMG_20231115_185655_jpg.rf.384feff89f90666b951b221c8ff5a2a0.jpg,18,1
E:\Dataset(蔬果）\Rotten\RottenCucumber\rottenCucumber (573).jpg,19,1
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.08.58 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCucumber\freshCucumber (141).jpg,6,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_45_Screen Shot 2018-06-13 at 12.00.02 AM.png,9,0
E:\Dataset(蔬果）\Fresh\FreshPotato\p_f304.png,10,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (2836).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenBanana\rotated_by_30_Screen Shot 2018-06-12 at 9.08.12 PM.png,14,1
E:\Dataset(蔬果）\Fresh\FreshCapciscum\Day1A.jpg_0_9156.jpg,4,0
E:\Dataset(蔬果）\Fresh\FreshApple\rotated_by_75_Screen Shot 2018-06-08 at 5.32.33 PM.png,0,0
E:\Dataset(蔬果）\Fresh\FreshCapciscum\capsicum3_5.jpg_0_6226.jpg,4,0
E:\Dataset(蔬果）\Rotten\RottenBanana\b_r422.png,14,1
E:\Dataset(蔬果）\Rotten\RottenOrange\Screen Shot 2018-06-12 at 11.23.40 PM.png,22,1
E:\Dataset(蔬果）\Rotten\RottenApple\rottenApple (397).jpg,13,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\0159.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenCarrot\(509).jpg,18,1
E:\Dataset(蔬果）\Fresh\FreshCarrot\IMG_20231116_112155_jpg.rf.df71b1116b3fc875dd02b7433e320e06.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\Image_1_jpg.rf.d178620b4c9b2232e7debfa685ad6889.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenApple\saltandpepper_Screen Shot 2018-06-07 at 2.39.53 PM.png,13,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (5096).jpg,12,0
E:\Dataset(蔬果）\Rotten\RottenOrange\saltandpepper_Screen Shot 2018-06-12 at 11.31.48 PM.png,22,1
E:\Dataset(蔬果）\Fresh\FreshOrange\85_jpg.rf.7c02905a8cf95635703d7ae41e6b655f.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshTomato\o (1519).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\192_jpg.rf.15727ab60fec1d97f9578525006dc013.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\6570b328-3685-47fe-9182-8311b7526507_jpg.rf.90a6990ed5ee92d2c20518292d3e656b.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshBellpepper\freshPepper (265).jpg,2,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\812_jpg.rf.3650dee57caa57afe7d72f820ebb110d.jpg,5,0
E:\Dataset(蔬果）\Fresh\FreshTomato\tomato1_15.jpg_0_8300.jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\rotated_by_60_Screen-Shot-2018-06-12-at-11-20-30-PM_png.rf.8770dd6ee868c97f72d0df6e62350544.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\carrot_-71_jpg.rf.a4772c1617e4075c184d5b93984eab0d.jpg,5,0
E:\Dataset(蔬果）\Rotten\RottenStrawberry\rottenStrawberry (191).jpg,24,1
E:\Dataset(蔬果）\Fresh\FreshTomato\tomat_segar (3234).jpg,12,0
E:\Dataset(蔬果）\Fresh\FreshOrange\orange--63-_jpg.rf.b943cb323083b343fab9201c51fed904.jpg,9,0
E:\Dataset(蔬果）\Fresh\FreshCarrot\321_jpg.rf.7b385d09086849d00eb60fa0156acbe6.jpg,5,0
